Album,Artist,Bytes,Sales,City,Company,Composer,Country,CustomerID,Email,FirstName,Genre,InvoiceDate,InvoiceID,LastName,MediaType,Milliseconds,Number of Records,Phone,PostalCode,Quantity,Region,State,Track,UnitPrice
Purcell: Music for the Queen Mary,"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2.37M,3.96,Dijon,,Henry Purcell,France,43,isabelle_mercier@apple.fr,Isabelle,Classical,4/12/2009 0:00,107,Mercier,Protected AAC audio file,142081,1,+33 03 80 73 66 99,21000,4,Europe,,"Music for the Funeral of Queen Mary: VI. ""Thou Knowest, Lord, the Secrets of Our Hearts""",0.99
"J.S. Bach: Chaconne, Suite in E Minor, Partita in E Major & Prelude, Fugue and Allegro",Julian Bream,4.74M,3.96,Dijon,,Johann Sebastian Bach,France,43,isabelle_mercier@apple.fr,Isabelle,Classical,4/12/2009 0:00,107,Mercier,Protected AAC audio file,285673,1,+33 03 80 73 66 99,21000,4,Europe,,"Partita in E Major, BWV 1006A: I. Prelude",0.99
Purcell: The Fairy Queen,"Roger Norrington, London Classical Players",5.99M,3.96,Dijon,,Henry Purcell,France,43,isabelle_mercier@apple.fr,Isabelle,Classical,4/12/2009 0:00,107,Mercier,Protected AAC audio file,364296,1,+33 03 80 73 66 99,21000,4,Europe,,"Act IV, Symphony",0.99
For Those About To Rock We Salute You,AC/DC,6.60M,0.99,Rome,,"Angus Young, Malcolm Young, Brian Johnson",Italy,47,lucas.mancini@yahoo.it,Lucas,Rock,4/13/2009 0:00,108,Mancini,MPEG audio file,203102,1,+39 06 39733434,192,1,Europe,RM,Snowballed,0.99
For Those About To Rock We Salute You,AC/DC,6.71M,2.97,Rome,,"Angus Young, Malcolm Young, Brian Johnson",Italy,47,lucas.mancini@yahoo.it,Lucas,Rock,4/13/2009 0:00,108,Mancini,MPEG audio file,205688,1,+39 06 39733434,192,3,Europe,RM,Night Of The Long Knives,0.99
For Those About To Rock We Salute You,AC/DC,11.17M,2.97,Rome,,"Angus Young, Malcolm Young, Brian Johnson",Italy,47,lucas.mancini@yahoo.it,Lucas,Rock,4/13/2009 0:00,108,Mancini,MPEG audio file,343719,1,+39 06 39733434,192,3,Europe,RM,For Those About To Rock (We Salute You),0.99
Schubert: The Late String Quartets & String Quintet (3 CD's),Emerson String Quartet,2.28M,3.96,Rome,,Franz Schubert,Italy,47,lucas.mancini@yahoo.it,Lucas,Classical,4/13/2009 0:00,108,Mancini,Protected AAC audio file,139200,1,+39 06 39733434,192,4,Europe,RM,"String Quartet No. 12 in C Minor, D. 703 ""Quartettsatz"": II. Andante - Allegro assai",0.99
Restless and Wild,Accept,6.29M,3.96,Rome,,Deaffy & R.A. Smith-Diesel,Italy,47,lucas.mancini@yahoo.it,Lucas,Rock,4/13/2009 0:00,108,Mancini,Protected AAC audio file,375418,1,+39 06 39733434,192,4,Europe,RM,Princess of the Dawn,0.99
Liszt - 12 Ã‰tudes D'Execution Transcendante,Michele Campanella,2.23M,4.95,Rome,,,Italy,47,lucas.mancini@yahoo.it,Lucas,Classical,4/13/2009 0:00,108,Mancini,Purchased AAC audio file,51780,1,+39 06 39733434,192,5,Europe,RM,"Ã‰tude 1, In C Major - Preludio (Presto) - Liszt",0.99
Let There Be Rock,AC/DC,10.62M,0.99,London,,AC/DC,United Kingdom,53,phil.hughes@gmail.com,Phil,Rock,4/16/2009 0:00,109,Hughes,MPEG audio file,325041,1,+44 020 7976 5722,SW1V 3EN,1,Europe,,Problem Child,0.99
Jagged Little Pill,Alanis Morissette,9.75M,0.99,London,,Alanis Morissette & Glenn Ballard,United Kingdom,53,phil.hughes@gmail.com,Phil,Rock,4/16/2009 0:00,109,Hughes,MPEG audio file,300355,1,+44 020 7976 5722,SW1V 3EN,1,Europe,,Forgiven,0.99
Facelift,Alice In Chains,7.30M,0.99,London,,"Jerry Cantrell, Layne Staley",United Kingdom,53,phil.hughes@gmail.com,Phil,Rock,4/16/2009 0:00,109,Hughes,MPEG audio file,222955,1,+44 020 7976 5722,SW1V 3EN,1,Europe,,I Can't Remember,0.99
Big Ones,Aerosmith,8.68M,1.98,London,,"Steven Tyler, Joe Perry, Jim Vallance, Holly Knight",United Kingdom,53,phil.hughes@gmail.com,Phil,Rock,4/16/2009 0:00,109,Hughes,MPEG audio file,264698,1,+44 020 7976 5722,SW1V 3EN,2,Europe,,Rag Doll,0.99
Big Ones,Aerosmith,7.88M,1.98,London,,"Steven Tyler, Joe Perry, Taylor Rhodes",United Kingdom,53,phil.hughes@gmail.com,Phil,Rock,4/16/2009 0:00,109,Hughes,MPEG audio file,240718,1,+44 020 7976 5722,SW1V 3EN,2,Europe,,Blind Man,0.99
Jagged Little Pill,Alanis Morissette,9.70M,1.98,London,,Alanis Morissette & Glenn Ballard,United Kingdom,53,phil.hughes@gmail.com,Phil,Rock,4/16/2009 0:00,109,Hughes,MPEG audio file,293485,1,+44 020 7976 5722,SW1V 3EN,2,Europe,,Wake Up,0.99
Big Ones,Aerosmith,12.37M,2.97,London,,"Steven Tyler, Joe Perry, Mark Hudson",United Kingdom,53,phil.hughes@gmail.com,Phil,Rock,4/16/2009 0:00,109,Hughes,MPEG audio file,381231,1,+44 020 7976 5722,SW1V 3EN,3,Europe,,Livin' On The Edge,0.99
Warner 25 Anos,AntÃ´nio Carlos Jobim,8.23M,3.96,London,,,United Kingdom,53,phil.hughes@gmail.com,Phil,Jazz,4/16/2009 0:00,109,Hughes,MPEG audio file,251977,1,+44 020 7976 5722,SW1V 3EN,4,Europe,,Ligia,0.99
Facelift,Alice In Chains,8.50M,3.96,London,,Jerry Cantrell,United Kingdom,53,phil.hughes@gmail.com,Phil,Rock,4/16/2009 0:00,109,Hughes,MPEG audio file,261955,1,+44 020 7976 5722,SW1V 3EN,4,Europe,,I Know Somethin (Bout You),0.99
Body Count,Body Count,9.88M,0.99,Montreal,,,Canada,3,ftremblay@gmail.com,Francois,Alternative & Punk,4/21/2009 0:00,110,Tremblay,MPEG audio file,300721,1,+1 (514) 721-4711,H2G 1A7,1,North  America,QC,Voodoo,0.99
Chemical Wedding,Bruce Dickinson,8.02M,0.99,Montreal,,Roy Z,Canada,3,ftremblay@gmail.com,Francois,Metal,4/21/2009 0:00,110,Tremblay,MPEG audio file,246177,1,+1 (514) 721-4711,H2G 1A7,1,North  America,QC,Chemical Wedding,0.99
BackBeat Soundtrack,BackBeat,1.70M,0.99,Montreal,,Little Richard,Canada,3,ftremblay@gmail.com,Francois,Rock And Roll,4/21/2009 0:00,110,Tremblay,MPEG audio file,106266,1,+1 (514) 721-4711,H2G 1A7,1,North  America,QC,Good Golly Miss Molly,0.99
Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,8.57M,1.98,Montreal,,,Canada,3,ftremblay@gmail.com,Francois,Metal,4/21/2009 0:00,110,Tremblay,MPEG audio file,266266,1,+1 (514) 721-4711,H2G 1A7,2,North  America,QC,A.N.D.R.O.T.A.Z.,0.99
Chemical Wedding,Bruce Dickinson,7.80M,1.98,Montreal,,Roy Z,Canada,3,ftremblay@gmail.com,Francois,Metal,4/21/2009 0:00,110,Tremblay,MPEG audio file,237531,1,+1 (514) 721-4711,H2G 1A7,2,North  America,QC,Realword,0.99
Body Count,Body Count,1.55M,2.97,Montreal,,,Canada,3,ftremblay@gmail.com,Francois,Alternative & Punk,4/21/2009 0:00,110,Tremblay,MPEG audio file,47333,1,+1 (514) 721-4711,H2G 1A7,3,North  America,QC,Smoked Pork,0.99
Black Sabbath Vol. 4 (Remaster),Black Sabbath,6.25M,2.97,Montreal,,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Canada,3,ftremblay@gmail.com,Francois,Metal,4/21/2009 0:00,110,Tremblay,MPEG audio file,192496,1,+1 (514) 721-4711,H2G 1A7,3,North  America,QC,Tomorrow's Dream,0.99
Audioslave,Audioslave,4.96M,2.97,Montreal,,Audioslave/Chris Cornell,Canada,3,ftremblay@gmail.com,Francois,Rock,4/21/2009 0:00,110,Tremblay,MPEG audio file,206628,1,+1 (514) 721-4711,H2G 1A7,3,North  America,QC,Hypnotize,0.99
Out Of Exile,Audioslave,7.61M,3.96,Montreal,,"Cornell, Commerford, Morello, Wilk",Canada,3,ftremblay@gmail.com,Francois,Alternative & Punk,4/21/2009 0:00,110,Tremblay,MPEG audio file,233691,1,+1 (514) 721-4711,H2G 1A7,4,North  America,QC,Drown Me Slowly,0.99
The Best Of Billy Cobham,Billy Cobham,9.02M,3.96,Montreal,,George Duke,Canada,3,ftremblay@gmail.com,Francois,Jazz,4/21/2009 0:00,110,Tremblay,MPEG audio file,274155,1,+1 (514) 721-4711,H2G 1A7,4,North  America,QC,Do what cha wanna,0.99
Audioslave,Audioslave,5.34M,3.96,Montreal,,Audioslave/Chris Cornell,Canada,3,ftremblay@gmail.com,Francois,Rock,4/21/2009 0:00,110,Tremblay,MPEG audio file,222380,1,+1 (514) 721-4711,H2G 1A7,4,North  America,QC,Cochise,0.99
Warner 25 Anos,AntÃ´nio Carlos Jobim,8.72M,4.95,Montreal,,,Canada,3,ftremblay@gmail.com,Francois,Jazz,4/21/2009 0:00,110,Tremblay,MPEG audio file,271856,1,+1 (514) 721-4711,H2G 1A7,5,North  America,QC,"Canta, Canta Mais",0.99
Alcohol Fueled Brewtality Live! [Disc 2],Black Label Society,8.98M,4.95,Montreal,,,Canada,3,ftremblay@gmail.com,Francois,Metal,4/21/2009 0:00,110,Tremblay,MPEG audio file,271960,1,+1 (514) 721-4711,H2G 1A7,5,North  America,QC,The Beginning...At Last,0.99
BackBeat Soundtrack,BackBeat,1.71M,4.95,Montreal,,"Enotris Johnson/Little Richard/Robert ""Bumps"" Blackwell",Canada,3,ftremblay@gmail.com,Francois,Rock And Roll,4/21/2009 0:00,110,Tremblay,MPEG audio file,106396,1,+1 (514) 721-4711,H2G 1A7,5,North  America,QC,Long Tall Sally,0.99
Prenda Minha,Caetano Veloso,4.87M,4.95,Redmond,Microsoft Corporation,Tom Jobim - Newton MendoÃ§a,USA,17,jacksmith@microsoft.com,Jack,Latin,4/29/2009 0:00,111,Smith,MPEG audio file,148793,1,+1 (425) 882-8080,98052-8300,5,North  America,WA,MeditaÃ§Ã£o,0.99
Prenda Minha,Caetano Veloso,4.33M,0.99,Mountain View,,Gilberto Gil,USA,20,dmiller@comcast.com,Dan,Latin,5/12/2009 0:00,113,Miller,MPEG audio file,133172,1,+1 (650) 644-3358,94040-111,1,North  America,CA,Bem Devagar,0.99
Prenda Minha,Caetano Veloso,7.38M,0.99,New York,,Caetano Veloso,USA,18,michelleb@aol.com,Michelle,Latin,5/12/2009 0:00,112,Brooks,MPEG audio file,221936,1,+1 (212) 221-3546,10012-2612,1,North  America,NY,Eclipse Oculto,0.99
Prenda Minha,Caetano Veloso,4.73M,1.98,Mountain View,,Caetano Veloso,USA,20,dmiller@comcast.com,Dan,Latin,5/12/2009 0:00,113,Miller,MPEG audio file,144326,1,+1 (650) 644-3358,94040-111,2,North  America,CA,Saudosismo,0.99
Prenda Minha,Caetano Veloso,15.89M,3.96,New York,,Caetano Veloso,USA,18,michelleb@aol.com,Michelle,Latin,5/12/2009 0:00,112,Brooks,MPEG audio file,482429,1,+1 (212) 221-3546,10012-2612,4,North  America,NY,Terra,0.99
Prenda Minha,Caetano Veloso,4.70M,1.98,Orlando,,Caetano Veloso,USA,22,hleacock@gmail.com,Heather,Latin,5/13/2009 0:00,114,Leacock,MPEG audio file,141270,1,+1 (407) 999-7788,32801,2,North  America,FL,Odara,0.99
Prenda Minha,Caetano Veloso,10.36M,1.98,Orlando,,David CorrÃªa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,USA,22,hleacock@gmail.com,Heather,Latin,5/13/2009 0:00,114,Leacock,MPEG audio file,307252,1,+1 (407) 999-7788,32801,2,North  America,FL,AtrÃ¡s Da Verd-E-Rosa SÃ³ NÃ£o Vai Quem JÃ¡ Morreu,0.99
Prenda Minha,Caetano Veloso,6.25M,3.96,Orlando,,Peninha,USA,22,hleacock@gmail.com,Heather,Latin,5/13/2009 0:00,114,Leacock,MPEG audio file,190589,1,+1 (407) 999-7788,32801,4,North  America,FL,Sozinho,0.99
Prenda Minha,Caetano Veloso,9.85M,4.95,Orlando,,Caetano Veloso - Waly SalomÃ£o,USA,22,hleacock@gmail.com,Heather,Latin,5/13/2009 0:00,114,Leacock,MPEG audio file,294765,1,+1 (407) 999-7788,32801,5,North  America,FL,Mel,0.99
Minha Historia,Chico Buarque,12.68M,0.99,Fort Worth,,,USA,26,ricunningham@hotmail.com,Richard,Latin,5/14/2009 0:00,115,Cunningham,MPEG audio file,383059,1,+1 (817) 924-7272,76110,1,North  America,TX,ConstruÃ§Ã£o / Deus Lhe Pague,0.99
Minha Historia,Chico Buarque,6.03M,1.98,Fort Worth,,,USA,26,ricunningham@hotmail.com,Richard,Latin,5/14/2009 0:00,115,Cunningham,MPEG audio file,182256,1,+1 (817) 924-7272,76110,2,North  America,TX,Minha Historia,0.99
Minha Historia,Chico Buarque,5.43M,2.97,Fort Worth,,,USA,26,ricunningham@hotmail.com,Richard,Latin,5/14/2009 0:00,115,Cunningham,MPEG audio file,162429,1,+1 (817) 924-7272,76110,3,North  America,TX,Samba De Orly,0.99
Sozinho Remix Ao Vivo,Caetano Veloso,10.98M,3.96,Fort Worth,,,USA,26,ricunningham@hotmail.com,Richard,Latin,5/14/2009 0:00,115,Cunningham,MPEG audio file,328071,1,+1 (817) 924-7272,76110,4,North  America,TX,Sozinho (CaÃªdrum 'n' Bass),0.99
Minha Historia,Chico Buarque,5.57M,3.96,Fort Worth,,,USA,26,ricunningham@hotmail.com,Richard,Latin,5/14/2009 0:00,115,Cunningham,MPEG audio file,167288,1,+1 (817) 924-7272,76110,4,North  America,TX,O Que SerÃ¡ (Ã€ Flor Da Terra),0.99
Minha Historia,Chico Buarque,10.34M,4.95,Fort Worth,,,USA,26,ricunningham@hotmail.com,Richard,Latin,5/14/2009 0:00,115,Cunningham,MPEG audio file,317570,1,+1 (817) 924-7272,76110,5,North  America,TX,Geni E O Zepelim,0.99
AcÃºstico MTV [Live],Cidade Negra,8.50M,0.99,Winnipeg,,Marisa Monte/Nando Reis,Canada,32,aaronmitchell@yahoo.ca,Aaron,Reggae,5/17/2009 0:00,116,Mitchell,MPEG audio file,256026,1,+1 (204) 452-6452,R3L 2B9,1,North  America,MB,Onde VocÃª Mora?,0.99
Afrociberdelia,Chico Science & NaÃ§Ã£o Zumbi,7.98M,1.98,Winnipeg,,Chico Science,Canada,32,aaronmitchell@yahoo.ca,Aaron,Latin,5/17/2009 0:00,116,Mitchell,MPEG audio file,240091,1,+1 (204) 452-6452,R3L 2B9,2,North  America,MB,Um Passeio No Mundo Livre,0.99
Da Lama Ao Caos,Chico Science & NaÃ§Ã£o Zumbi,8.38M,1.98,Winnipeg,,,Canada,32,aaronmitchell@yahoo.ca,Aaron,Latin,5/17/2009 0:00,116,Mitchell,MPEG audio file,251559,1,+1 (204) 452-6452,R3L 2B9,2,North  America,MB,Da Lama Ao Caos,0.99
Da Lama Ao Caos,Chico Science & NaÃ§Ã£o Zumbi,13.70M,1.98,Winnipeg,,,Canada,32,aaronmitchell@yahoo.ca,Aaron,Latin,5/17/2009 0:00,116,Mitchell,MPEG audio file,404323,1,+1 (204) 452-6452,R3L 2B9,2,North  America,MB,Computadores Fazem Arte,0.99
AcÃºstico MTV [Live],Cidade Negra,10.08M,1.98,Winnipeg,,Gilberto Gil,Canada,32,aaronmitchell@yahoo.ca,Aaron,Reggae,5/17/2009 0:00,116,Mitchell,MPEG audio file,304352,1,+1 (204) 452-6452,R3L 2B9,2,North  America,MB,Extra,0.99
Da Lama Ao Caos,Chico Science & NaÃ§Ã£o Zumbi,10.25M,3.96,Winnipeg,,,Canada,32,aaronmitchell@yahoo.ca,Aaron,Latin,5/17/2009 0:00,116,Mitchell,MPEG audio file,307095,1,+1 (204) 452-6452,R3L 2B9,4,North  America,MB,Banditismo Por Uma Questa,0.99
Afrociberdelia,Chico Science & NaÃ§Ã£o Zumbi,6.48M,4.95,Winnipeg,,Chico Science,Canada,32,aaronmitchell@yahoo.ca,Aaron,Latin,5/17/2009 0:00,116,Mitchell,MPEG audio file,194560,1,+1 (204) 452-6452,R3L 2B9,5,North  America,MB,Manguetown,0.99
Afrociberdelia,Chico Science & NaÃ§Ã£o Zumbi,6.98M,4.95,Winnipeg,,Chico Science,Canada,32,aaronmitchell@yahoo.ca,Aaron,Latin,5/17/2009 0:00,116,Mitchell,MPEG audio file,208222,1,+1 (204) 452-6452,R3L 2B9,5,North  America,MB,CrianÃ§a De Domingo,0.99
Cidade Negra - Hits,Cidade Negra,10.06M,4.95,Winnipeg,,Marisa Monte/Nando Reis,Canada,32,aaronmitchell@yahoo.ca,Aaron,Reggae,5/17/2009 0:00,116,Mitchell,MPEG audio file,298396,1,+1 (204) 452-6452,R3L 2B9,5,North  America,MB,Onde VocÃª Mora?,0.99
AxÃ© Bahia 2001,Various Artists,6.77M,0.99,Lyon,,Jauperi/Zeu GÃ³es,France,41,marc.dubois@hotmail.com,Marc,Pop,5/22/2009 0:00,117,Dubois,MPEG audio file,203493,1,+33 04 78 30 30 30,69002,1,Europe,,My Love,0.99
Cidade Negra - Hits,Cidade Negra,9.63M,0.99,Lyon,,Bino/Da Gama/Lazao/Ras Bernardo,France,41,marc.dubois@hotmail.com,Marc,Reggae,5/22/2009 0:00,117,Dubois,MPEG audio file,289750,1,+33 04 78 30 30 30,69002,1,Europe,,Na Frente Da TV,0.99
Carnaval 2001,Various Artists,9.62M,0.99,Lyon,,,France,41,marc.dubois@hotmail.com,Marc,Soundtrack,5/22/2009 0:00,117,Dubois,MPEG audio file,282723,1,+33 04 78 30 30 30,69002,1,Europe,,Gavioes 2001,0.99
Chill: Brazil (Disc 2),AntÃ´nio Carlos Jobim,12.19M,1.98,Lyon,,VÃ¡rios,France,41,marc.dubois@hotmail.com,Marc,Latin,5/22/2009 0:00,117,Dubois,MPEG audio file,371356,1,+33 04 78 30 30 30,69002,2,Europe,,Only A Dream In Rio,0.99
Bongo Fury,Frank Zappa & Captain Beefheart,5.57M,1.98,Lyon,,Don Van Vliet,France,41,marc.dubois@hotmail.com,Marc,Rock,5/22/2009 0:00,117,Dubois,MPEG audio file,171284,1,+33 04 78 30 30 30,69002,2,Europe,,Sam With The Showing Scalp Flat Top,0.99
Carnaval 2001,Various Artists,9.72M,1.98,Lyon,,,France,41,marc.dubois@hotmail.com,Marc,Soundtrack,5/22/2009 0:00,117,Dubois,MPEG audio file,284708,1,+33 04 78 30 30 30,69002,2,Europe,,Morro Da Casa Verde 2001,0.99
Garage Inc. (Disc 1),Metallica,9.94M,2.97,Lyon,,Traditional,France,41,marc.dubois@hotmail.com,Marc,Metal,5/22/2009 0:00,117,Dubois,MPEG audio file,305005,1,+33 04 78 30 30 30,69002,3,Europe,,Whiskey In The Jar,0.99
Na Pista,ClÃ¡udio Zoli,8.42M,3.96,Lyon,,,France,41,marc.dubois@hotmail.com,Marc,Latin,5/22/2009 0:00,117,Dubois,MPEG audio file,254040,1,+33 04 78 30 30 30,69002,4,Europe,,Amor Demais,0.99
Chill: Brazil (Disc 1),Marcos Valle,4.74M,3.96,Lyon,,Luiz Carlos/Oberdan,France,41,marc.dubois@hotmail.com,Marc,Latin,5/22/2009 0:00,117,Dubois,MPEG audio file,141008,1,+33 04 78 30 30 30,69002,4,Europe,,Maria FumaÃ§a,0.99
Chill: Brazil (Disc 2),AntÃ´nio Carlos Jobim,13.09M,4.95,Lyon,,VÃ¡rios,France,41,marc.dubois@hotmail.com,Marc,Latin,5/22/2009 0:00,117,Dubois,MPEG audio file,389642,1,+33 04 78 30 30 30,69002,5,Europe,,SÃ³ Tinha De Ser Com VocÃª,0.99
Chill: Brazil (Disc 1),Marcos Valle,9.44M,4.95,Lyon,,Baden Powell/Vinicius de Moraes,France,41,marc.dubois@hotmail.com,Marc,Latin,5/22/2009 0:00,117,Dubois,MPEG audio file,282200,1,+33 04 78 30 30 30,69002,5,Europe,,Samba da BenÃ§aco,0.99
AxÃ© Bahia 2001,Various Artists,6.33M,4.95,Lyon,,Paulo Levi/W. Rangel,France,41,marc.dubois@hotmail.com,Marc,Pop,5/22/2009 0:00,117,Dubois,MPEG audio file,188630,1,+33 04 78 30 30 30,69002,5,Europe,,"Tapa Aqui, Descobre Ali",0.99
BBC Sessions [Disc 1] [Live],Led Zeppelin,10.23M,4.95,Lyon,,Jimmy Page/Robert Johnson/Robert Plant,France,41,marc.dubois@hotmail.com,Marc,Rock,5/22/2009 0:00,117,Dubois,MPEG audio file,312032,1,+33 04 78 30 30 30,69002,5,Europe,,Travelling Riverside Blues,0.99
Greatest Hits II,Queen,8.11M,4.95,Lyon,,Freddie Mercury,France,41,marc.dubois@hotmail.com,Marc,Rock,5/22/2009 0:00,117,Dubois,MPEG audio file,249417,1,+33 04 78 30 30 30,69002,5,Europe,,It's A Hard Life,0.99
Greatest Kiss,Kiss,7.94M,0.99,Sidney,,"Paul Stanley, Vincent Poncia",Australia,55,mark.taylor@yahoo.au,Mark,Rock,5/30/2009 0:00,118,Taylor,MPEG audio file,242468,1,+61 (02) 9332 3633,2010,1,Oceania,NSW,Sure Know Something,0.99
Greatest Kiss,Kiss,8.23M,3.96,Delhi,,"Gene Simmons, S. Coronel",India,58,manoj.pareek@rediff.com,Manoj,Rock,6/12/2009 0:00,120,Pareek,MPEG audio file,248346,1,+91 0124 39883988,110017,4,Asia,,She,0.99
Greatest Kiss,Kiss,6.10M,3.96,Buenos Aires,,Gene Simmons,Argentina,56,diego.gutierrez@yahoo.ar,Diego,Rock,6/12/2009 0:00,119,Gutierrez,MPEG audio file,185077,1,+54 (0)11 4311 4333,1106,4,South America,,Deuce,0.99
Greatest Kiss,Kiss,7.53M,4.95,Delhi,,Ace Frehley,India,58,manoj.pareek@rediff.com,Manoj,Rock,6/12/2009 0:00,120,Pareek,MPEG audio file,227291,1,+91 0124 39883988,110017,5,Asia,,Shock Me,0.99
Greatest Kiss,Kiss,6.42M,4.95,Buenos Aires,,Paul Stanley,Argentina,56,diego.gutierrez@yahoo.ar,Diego,Rock,6/12/2009 0:00,119,Gutierrez,MPEG audio file,196257,1,+54 (0)11 4311 4333,1106,5,South America,,Love Gun,0.99
Greatest Kiss,Kiss,8.61M,1.98,Sao Jose dos Campos,Embraer,Ace Frehley,Brazil,1,luisg@embraer.com.br,Lucas,Rock,6/13/2009 0:00,121,Gonasalves,MPEG audio file,262243,1,+55 (12) 3923-5555,12227-000,2,South America,SP,Cold Gin,0.99
Greatest Kiss,Kiss,6.32M,2.97,Sao Jose dos Campos,Embraer,"Paul Stanley, Gene Simmons",Brazil,1,luisg@embraer.com.br,Lucas,Rock,6/13/2009 0:00,121,Gonasalves,MPEG audio file,192496,1,+55 (12) 3923-5555,12227-000,3,South America,SP,Strutter,0.99
Greatest Kiss,Kiss,7.19M,2.97,Sao Jose dos Campos,Embraer,"Paul Stanley, Gene Simmons, B. Ezrin",Brazil,1,luisg@embraer.com.br,Lucas,Rock,6/13/2009 0:00,121,Gonasalves,MPEG audio file,219742,1,+55 (12) 3923-5555,12227-000,3,South America,SP,Shout It Out Loud,0.99
Greatest Kiss,Kiss,7.40M,3.96,Sao Jose dos Campos,Embraer,Gene Simmons,Brazil,1,luisg@embraer.com.br,Lucas,Rock,6/13/2009 0:00,121,Gonasalves,MPEG audio file,225332,1,+55 (12) 3923-5555,12227-000,4,South America,SP,Calling Dr. Love,0.99
International Superhits,Green Day,5.24M,0.99,Prague,JetBrains s.r.o.,Billie Joe Armstrong -Words Green Day -Music,Czech Republic,5,frantisekw@jetbrains.com,Frank,Alternative & Punk,6/14/2009 0:00,122,Wichterlovai,MPEG audio file,158354,1,+420 2 4172 5555,14700,1,Europe,,Poprocks And Coke,0.99
International Superhits,Green Day,6.31M,0.99,Prague,JetBrains s.r.o.,Billie Joe Armstrong -Words Green Day -Music,Czech Republic,5,frantisekw@jetbrains.com,Frank,Alternative & Punk,6/14/2009 0:00,122,Wichterlovai,MPEG audio file,193149,1,+420 2 4172 5555,14700,1,Europe,,Brain Stew,0.99
Heart of the Night,Spyro Gyra,9.42M,1.98,Prague,JetBrains s.r.o.,,Czech Republic,5,frantisekw@jetbrains.com,Frank,Jazz,6/14/2009 0:00,122,Wichterlovai,MPEG audio file,287634,1,+420 2 4172 5555,14700,2,Europe,,Surrender,0.99
Heart of the Night,Spyro Gyra,9.86M,1.98,Prague,JetBrains s.r.o.,,Czech Republic,5,frantisekw@jetbrains.com,Frank,Jazz,6/14/2009 0:00,122,Wichterlovai,MPEG audio file,298135,1,+420 2 4172 5555,14700,2,Europe,,When Evening Falls,0.99
International Superhits,Green Day,5.84M,3.96,Prague,JetBrains s.r.o.,Billie Joe Armstrong -Words Green Day -Music,Czech Republic,5,frantisekw@jetbrains.com,Frank,Alternative & Punk,6/14/2009 0:00,122,Wichterlovai,MPEG audio file,178364,1,+420 2 4172 5555,14700,4,Europe,,When I Come Around,0.99
Heart of the Night,Spyro Gyra,10.52M,3.96,Prague,JetBrains s.r.o.,,Czech Republic,5,frantisekw@jetbrains.com,Frank,Jazz,6/14/2009 0:00,122,Wichterlovai,MPEG audio file,315219,1,+420 2 4172 5555,14700,4,Europe,,De La Luz,0.99
Minha Historia,Chico Buarque,6.10M,0.99,São Paulo,Banco do Brasil S.A.,,Brazil,11,alero@uol.com.br,Alexandre,Latin,6/17/2009 0:00,123,Rocha,MPEG audio file,184398,1,+55 (11) 3055-3278,01310-200,1,South America,SP,O Leaozinho,0.99
Minha Historia,Chico Buarque,13.89M,0.99,São Paulo,Banco do Brasil S.A.,,Brazil,11,alero@uol.com.br,Alexandre,Latin,6/17/2009 0:00,123,Rocha,MPEG audio file,421982,1,+55 (11) 3055-3278,01310-200,1,South America,SP,Voce Nao Entende Nada - Cotidiano,0.99
Meus Momentos,Gonzaguinha,6.54M,0.99,São Paulo,Banco do Brasil S.A.,Gonzaga Jr.,Brazil,11,alero@uol.com.br,Alexandre,Latin,6/17/2009 0:00,123,Rocha,MPEG audio file,202213,1,+55 (11) 3055-3278,01310-200,1,South America,SP,Grito De Alerta,0.99
Into The Light,David Coverdale,2.45M,0.99,São Paulo,Banco do Brasil S.A.,David Coverdale,Brazil,11,alero@uol.com.br,Alexandre,Rock,6/17/2009 0:00,123,Rocha,MPEG audio file,76303,1,+55 (11) 3055-3278,01310-200,1,South America,SP,Into The Light,0.99
Meus Momentos,Gonzaguinha,8.35M,1.98,São Paulo,Banco do Brasil S.A.,Gonzaga Jr.,Brazil,11,alero@uol.com.br,Alexandre,Latin,6/17/2009 0:00,123,Rocha,MPEG audio file,249678,1,+55 (11) 3055-3278,01310-200,2,South America,SP,Lindo Lago Do Amor,0.99
Into The Light,David Coverdale,9.57M,1.98,São Paulo,Banco do Brasil S.A.,Bossi/David Coverdale/Earl Slick,Brazil,11,alero@uol.com.br,Alexandre,Rock,6/17/2009 0:00,123,Rocha,MPEG audio file,293015,1,+55 (11) 3055-3278,01310-200,2,South America,SP,Cry For Love,0.99
